id,health_and_social_index,employment_and_social_index,working_life_sub_index,social_status_sub_index,health_sub_index
040310,.73580074,.469109,.55660754,.31762135,1.2151097
040411,.8705613,.72095871,1.0263569,.30551416,1.0245819
040412,.97593838,.93386692,1.0476584,.69682586,.86872756
040413,.66878885,.32384261,.62414104,-.037055735,1.3299199
040514,.57608289,.40225312,.51560247,.23141029,.86409265
040515,.32328728,.11402832,.25844744,-.054377183,.74431223
040516,.37510777,.24828336,.58238268,-.13938858,.57271397
040617,,,,,
050101,-.080180287,.013708469,.075028613,-.05350519,-.29310018
050102,-1.0465882,-1.0999985,-1.1972715,-.86006731,-.69881427
050103,-1.2717013,-1.148108,-1.5029709,-.62700158,-1.2781702
050204,.4362182,.41784471,.12645076,.67753083,.41678309
050205,-.95122784,-1.2811673,-1.4969333,-.89223117,.046823423
050206,-.49686804,-.51250321,-.6931445,-.25613013,-.34334773
050307,-.49006268,-.63762611,-1.0539708,-.11394133,-.0030151375
050308,-.26222435,-.15076242,-.41065645,.14556631,-.45246726
050409,1.6379453,1.6101712,1.5608886,1.4637556,1.376588
060101,.96106678,.89830756,.90690815,.77805638,.91526914
060102,.55580485,.29551166,.32968628,.2224617,1.0609206
060203,.015125006,.21273217,.18660295,.21434945,-.45687649
060204,.5597952,.64027256,.46342,.7500748,.26973909
060305,1.1085786,.96344846,1.0231601,.78053296,1.2249006
060306,1.1593148,1.0682373,1.014745,.99332142,1.1462327
060407,1.4181192,1.3553021,1.4610121,1.0747921,1.2714905
060408,1.6256794,1.4804155,1.546814,1.2264404,1.6369839
070101,-.98597687,-1.4284725,-.29216024,-2.4659812,.17090856
070202,-.20468573,-.45598641,.013687321,-.90144378,.39550212
070303,.61336601,.47377902,.63567352,.24222413,.80798501
070404,-.10275251,-.28204811,-.35865343,-.16532668,.35219708
070505,.10766803,-.028073005,-.23906544,.20083717,.4277218
070606,-.070010796,-.047490813,-.19200271,.11278755,-.097063929
070707,.43721616,.42440015,.27743149,.52896154,.39187285
080101,-1.9884826,-2.0849795,-1.6364033,-2.3064952,-1.3942199
080102,-2.199856,-2.1859312,-1.6436067,-2.4951332,-1.8341537
080103,-1.3195485,-1.2812601,-.82803732,-1.6071081,-1.1825994
080104,-1.7869638,-1.6018211,-1.3424804,-1.6808789,-1.888773
080105,-2.1462581,-2.5556405,-2.6218195,-2.1689649,-.72957289
080206,-.66369987,-.73588014,-.52618617,-.8689521,-.37520996
080207,.40756956,.36333919,.30610245,.37957376,.43540165
080308,-.80349088,-1.0939656,-1.0547827,-1.0005797,.048542116
080409,.67227423,.47462693,.34319723,.55637562,1.0186969
080410,1.0124016,.97875357,.95448828,.88367277,.88962281
090101,-.14825299,.12614526,-.21218602,.47204661,-.74334013
090102,.24619454,.28245544,-.053344209,.60632658,.1388111
090103,.31315112,.47316152,.23425521,.669927,-.11123073
090104,.5285539,.60220587,.52919286,.60576481,.2521477
090205,-1.0878072,-.55034,-.73288244,-.28725764,-2.133266
090206,.046603717,.47588262,-.032121364,.95983493,-.9426384
090207,.29373848,.44565898,.20367521,.64911282,-.10715484
090208,-.80100977,-.30010521,-.80972743,.28151485,-1.7891827
090309,.43307453,.52479035,.37356743,.62148553,.1396831
090310,1.1862656,1.1728474,1.0333847,1.1768553,.98995948
090311,1.2193387,1.2323157,1.0724823,1.2507364,.95515072
090312,1.8682435,1.5735148,1.5808225,1.3711662,2.1918976
090413,.67596251,.6504252,.57521963,.65036529,.60639662
090414,-.071741059,.29703733,.56500816,-.026005827,-.95965981
090415,-.24927606,-.24218941,-.31221288,-.1374284,-.20963444
090416,1.4718417,1.5105919,1.5077062,1.3269141,1.0815084
090517,1.1717029,1.0655788,1.1951126,.79543346,1.1762062
090518,1.5861018,1.4397966,1.4553573,1.2451619,1.6122916
090519,.15064073,.45364693,.18064535,.689255,-.5788486
090520,.75243092,.92474705,.80054224,.94312567,.19982104
100101,-1.6154535,-1.4941986,-2.3072054,-.44078982,-1.507198
100102,-.90555215,-.9076702,-1.5260817,-.13469604,-.66371709
100103,-.046671499,-.088391744,-.42418483,.28132179,.091221333
100204,-1.7085791,-1.4976602,-2.1971247,-.56514001,-1.8050507
100205,-.52442259,-.47417006,-1.1399419,.29581186,-.48059368
100206,-.42437762,-.4157033,-.72180855,-.037243426,-.33268967
100307,1.1963993,1.1664251,1.1771175,1.0107902,1.0245699
100408,1.5487896,1.2514101,1.2051234,1.1461488,1.9481052
100409,1.7098403,1.4877957,1.4449821,1.3495983,1.8965943
110101,1.2881858,1.1920034,1.3266201,.90079671,1.244947
110102,-.86869371,-.77855003,-1.2878958,-.13807313,-.86372715
110103,-.76910067,-.67272288,-1.1906505,-.03616026,-.79843581
110204,.23187396,.2692433,.38917366,.10781337,.085450113
110205,.30354053,.51595956,.25012597,.73620486,-.24153981
110306,-.3623991,-.3505322,-.79295015,.16551651,-.27912548
110307,-.55648756,.011991455,-.27519608,.31736058,-1.7745101
110308,-.29899564,-.067887507,-.42467877,.32172698,-.75872731
110409,-.25371602,-.07389719,-.30685222,.18414479,-.61100137
110410,-.82946658,-.72067201,-1.3050643,-.007165716,-.87044823
110411,-.23432244,-.098936982,-.30707768,.1356874,-.49172613
110512,.29780969,.83596021,.74863577,.82591045,-1.0382034
110513,1.0648681,1.1740565,1.1109191,1.0963633,.59422183
121031,-1.1633484,-1.234055,-1.3638965,-.94275153,-.7478686
121032,-.72653943,-.60779268,-.89067775,-.23039399,-.83810401
122141,-.1657725,-.14069833,-.19977418,-.060182367,-.18688303
122144,-1.1801966,-1.0310781,-1.2880064,-.62908083,-1.2745131
122145,.5327794,.50306171,.76556957,.16038394,.47306731
122242,1.7075129,1.4549712,1.5488518,1.174778,1.9556704
122311,1.5333982,1.5096426,1.5962602,1.2304505,1.27192
123012,.5948804,.68773061,.64835221,.64477825,.25635871
123021,-1.2919635,-1.2117213,-1.4727345,-.78302586,-1.1990499
123022,-.62111717,-.87864596,-.41515854,-1.2652382,.078820482
123043,.35646114,.30416253,.31491947,.25506407,.40802255
