id,health_and_social_index,employment_and_social_index,working_life_sub_index,social_status_sub_index,health_sub_index
080207,-.15662847,-.16770552,-.48612562,.17536697,-.050987218
080308,-1.5374733,-1.6802053,-1.665499,-1.5702392,-.82649392
080409,.15010522,-.13575433,-.22126646,-.036860216,.87048107
080410,.72547829,.60395312,.42493701,.74478585,.90328646
090101,.34571055,.18629807,.15707958,.20274597,.68668717
090102,-.095749326,.37937528,.24466306,.49095207,-1.2907716
090103,.33360121,.55010515,.40077764,.66412967,-.2832993
090104,.64305282,.64005911,.54657215,.68940723,.52004415
090205,-.45918542,-.37175742,-.5650295,-.14340025,-.55857819
090206,-.12896316,.36558694,-.18150055,.90630502,-1.3126442
090207,.24739151,.45341578,.18029638,.7031635,-.30676976
090208,-.39870507,-.18660426,-.69829625,.35852489,-.79337811
090309,.25053638,.38553149,.055620484,.69929808,-.11233861
090310,1.0161175,1.0776771,.88958627,1.1926219,.65488708
090311,1.0055857,1.1195542,.84159672,1.324674,.52242708
090312,1.4648731,1.5092524,1.3555301,1.5563495,1.0438571
090413,.82308626,.55330759,.92915082,.12187956,1.2910458
090414,.81556565,.60351902,.2184035,.95834923,1.2356387
090415,-.9597199,-.71120816,-.67403042,-.69679505,-1.3965211
090416,1.6413972,1.460575,1.3998129,1.4147922,1.7537761
090517,1.0061553,.96043402,.72370601,1.134611,.93221408
090518,1.2516837,1.3119389,1.1207079,1.412683,.84182781
090519,.59223324,.71825147,.56318468,.82570153,.15355906
090520,1.1103927,1.0966532,1.0090692,1.1058409,.91050476
100101,-1.4436153,-1.0637428,-.97775954,-1.0737215,-2.1203604
100102,-1.074065,-.60964525,-.87939507,-.28416067,-2.0057311
100103,-.24830802,-.08068122,-.12384173,-.029859943,-.62274969
100204,-1.2958586,-1.271646,-1.3449621,-1.1007499,-1.0606686
100205,-.55751181,-.47526792,-.71006858,-.19608201,-.61607653
100206,-.61344582,-.29945725,-.38450152,-.1888473,-1.2812613
100307,.83750969,1.0666108,1.1096581,.94242096,.050357569
100408,1.1880882,1.2437763,1.180575,1.2166849,.78735787
100409,1.5594344,1.4716382,1.486866,1.3461409,1.4384007
110101,1.46041,1.1215392,1.0613015,1.1004823,2.0235214
110102,-1.0252662,-.84081399,-1.1678865,-.43858883,-1.2330325
110103,-1.111589,-.92954975,-1.1138833,-.66889745,-1.3127075
110204,-.071784653,-.1994272,-.66947228,.30342132,.33774924
110205,.20655376,.28028014,.058388501,.48974964,-.0016419996
110306,-.56965852,-.22506344,-.29683834,-.13377418,-1.3284686
110307,-.33546603,.39499888,.212439,.55508494,-2.1340539
110308,-1.0154074,-.4997718,-.2298781,-.74271554,-2.1643546
110409,-.17619053,.29153076,.26692638,.29534492,-1.3486068
110410,-.77153724,-.44537452,-.74219072,-.10403451,-1.4078497
110411,-.44359046,-.24745457,-.30422306,-.17007552,-.84682506
110512,.59454608,.49398294,.22176188,.73977429,.7593441
110513,1.1022104,1.2122892,1.0968655,1.2417603,.58620644
121031,-1.2138485,-1.1225804,-1.2775762,-.87799793,-1.1603063
121032,-.84727567,-.57549793,-.76945567,-.33124304,-1.3390405
122141,-.41681233,-.36288309,-.50207782,-.1913285,-.44575945
122144,-1.1938446,-1.2213087,-1.6350707,-.70072562,-.80221587
122145,.25628495,.57169354,.501252,.60221243,-.61071402
122242,1.4624074,1.3243119,1.3047812,1.2458804,1.4982027
122311,1.3050873,1.3261105,1.3568361,1.1953708,.9559654
123012,.28975177,.46131724,.27203479,.62343943,-.19539349
123021,-1.6786519,-1.5584825,-1.9903939,-.99392605,-1.5601981
123022,-1.2489887,-1.5683907,-1.8218987,-1.1883079,-.1079403
123043,.39578158,.25977537,.32655782,.17108189,.65215248
